Debtor Name,Industry Division,Industry Group,Cause,Date Filed,Disposition,¤363 Sale,Duration,Inc. State,District Filed,City Filed,Forum Shopping,Filing Party,Plan Type,Employees,Business Survival,Refiled,Headquarters City,Date Disposed,Asset Size,Employee Size,Annual Sales,Assets (millions),Chapter at Filing,Debtor's Attorney
Seventy Seven Energy Inc.,B: Mining,13 Oil And Gas Extraction,Not tort,6/7/16,confirmed,no 363 sale,37,OK,DE,Wilmington,Forum Shop,debtors,prepackaged,"1,700",Company emerged,not emerged 5 years,OK Oklahoma City,7/14/16,b $1 billion but less than $10 billion,"c 1,000 but less than 10,000","$1,222,562,836 ","$2,056 ",Chapter 11,Baker Botts
"SFX Entertainment, Inc.",I: Services,79 Amusement And Recreation Services,Not tort,2/1/16,confirmed,no 363 sale,288,DE,DE,Wilmington,Forum Shop,debtors,prenegotiated,625,Company emerged,not emerged 5 years,NY New York,11/15/16,c $500 million but less than $1billion,"d 200 but less than 1,000","$389,373,537 ",$780 ,Chapter 11,Greenberg Traurig
Sharper Image Corporation,G: Retail Trade,59 Miscellaneous Retail,Not tort,2/19/08,dismissed,363 sale,"1,773",DE,DE,Wilmington,Forum Shop,debtors,free fall,"2,500",company did not emerge,not emerged 5 years,CA San Francisco,12/27/12,d Less than $500 million,"c 1,000 but less than 10,000","$646,264,662 ",$325 ,Chapter 11,Weil Gotshal
"ShengdaTech, Inc.",D: Manufacturing,28 Chemicals and Allied Products,Not tort,8/19/11,confirmed,no 363 sale,410,NV,NV,Reno,Forum Shop,debtors,free fall,"1,063",company did not emerge,not emerged 5 years,Outside United States,10/2/12,d Less than $500 million,"c 1,000 but less than 10,000","$117,415,372 ",$312 ,Chapter 11,Greenberg Traurig
"Silicon Graphics, Inc. (2006)",D: Manufacturing,35 Industrial and Commercial Machinery and Computer Equipment,Not tort,5/8/06,confirmed,no 363 sale,134,DE,NY SD,New York,Forum Shop,debtors,prenegotiated,"2,423",Company emerged,"emerged 5 years, refiled",CA San Jose,9/19/06,c $500 million but less than $1billion,"c 1,000 but less than 10,000","$943,607,461 ",$584 ,Chapter 11,Weil Gotshal
"Silicon Graphics, Inc. (2009)",D: Manufacturing,35 Industrial and Commercial Machinery and Computer Equipment,Not tort,4/1/09,confirmed,363 sale,223,DE,NY SD,New York,Forum Shop,debtors,free fall,"1,632",Company emerged,"emerged 5 years, did not refile",CA San Jose,11/10/09,c $500 million but less than $1billion,"c 1,000 but less than 10,000","$432,669,061 ",$507 ,Chapter 11,Ropes Gray
Silver State Bancorp,"H: Finance, Insurance, And Real Estate",60 Depository Institutions,Not tort,1/6/09,Chapter 7 at filing,Chapter 7 at filing,,NV,NV,Las Vegas,Filed at headquarters,debtors,not applicable,389,company did not emerge,not emerged 5 years,NV Las Vegas,,b $1 billion but less than $10 billion,"d 200 but less than 1,000","$185,307,941 ","$2,177 ",Chapter 7,Gordon Silver
Simmons Company,D: Manufacturing,25 Furniture And Fixtures,Not tort,11/16/09,confirmed,no 363 sale,50,DE,DE,Wilmington,Forum Shop,debtors,prepackaged,"2,800",Company emerged,"emerged 5 years, did not refile",GA Atlanta,1/5/10,b $1 billion but less than $10 billion,"c 1,000 but less than 10,000","$1,238,786,888 ","$1,073 ",Chapter 11,Weil Gotshal
Singer Co. (Bicoastal Corporation),D: Manufacturing,"38 Measuring, Analyzing and Controlling Instruments; Photographic, Medical",Fraud,11/10/89,confirmed,no 363 sale,"1,039",DE,FL MD,Tampa,Filed at headquarters,debtors,free fall,"3,800",company did not emerge,not emerged 5 years,FL Tampa,9/14/92,c $500 million but less than $1billion,"c 1,000 but less than 10,000","$624,599,687 ",$921 ,Chapter 11,Stichter Riedel
"Sirva, Inc.","E: Transportation, Communications, Electric, Gas",42 Motor Freight Transportation And Warehousing,Not tort,2/5/08,confirmed,no 363 sale,92,DE,NY SD,New York,Forum Shop,debtors,prepackaged,"3,800",Company emerged,"emerged 5 years, did not refile",IL Chicago,5/7/08,b $1 billion but less than $10 billion,"c 1,000 but less than 10,000","$4,884,533,456 ","$1,100 ",Chapter 11,Kirkland Ellis
"Six Flags, Inc.",I: Services,79 Amusement And Recreation Services,Not tort,6/13/09,confirmed,no 363 sale,320,DE,DE,Wilmington,Forum Shop,debtors,prenegotiated,"30,540",Company emerged,"emerged 5 years, did not refile",NY New York,4/29/10,b $1 billion but less than $10 billion,"a 30,000 and over","$1,233,294,276 ","$3,660 ",Chapter 11,Paul Hastings
SleepMaster LLC,D: Manufacturing,25 Furniture And Fixtures,Not tort,11/16/01,confirmed,no 363 sale,433,NJ,DE,Wilmington,Forum Shop,debtors,free fall,"1,700",company did not emerge,not emerged 5 years,NJ Newark,1/23/03,c $500 million but less than $1billion,"c 1,000 but less than 10,000","$446,795,134 ",$636 ,Chapter 11,Pachulski Stang
"SLI, Inc.",D: Manufacturing,36 Electronic And Other Electrical Equipment And Components,Not tort,9/9/02,confirmed,no 363 sale,283,OK,DE,Wilmington,Forum Shop,debtors,free fall,"8,433",Company emerged,"emerged 5 years, did not refile",MA Boston,6/19/03,b $1 billion but less than $10 billion,"c 1,000 but less than 10,000","$1,224,927,194 ","$1,256 ",Chapter 11,Skadden Arps
"SLM International, Inc.",D: Manufacturing,39 Miscellaneous Manufacturing Industries,Not tort,10/24/95,confirmed,no 363 sale,457,DE,DE,Wilmington,Forum Shop,debtors,free fall,"1,800",Company emerged,"emerged 5 years, did not refile",NY New York,1/23/97,d Less than $500 million,"c 1,000 but less than 10,000","$306,410,293 ",$327 ,Chapter 11,Kasowitz Benson
"Smartalk Teleservices, Inc.","E: Transportation, Communications, Electric, Gas",48 Communications,Fraud,1/19/99,confirmed,363 sale,870,CA,DE,Wilmington,Forum Shop,debtors,free fall,540,company did not emerge,not emerged 5 years,OH Columbus,6/7/01,c $500 million but less than $1billion,"d 200 but less than 1,000","$113,927,562 ",$572 ,Chapter 11,Young Conaway
Smith International Inc.,D: Manufacturing,35 Industrial and Commercial Machinery and Computer Equipment,Patent,3/7/86,confirmed,no 363 sale,615,DE,CA CD,Los Angeles,Forum Shop,debtors,free fall,"5,700",Company emerged,"emerged 5 years, did not refile",CA Santa Ana,11/12/87,b $1 billion but less than $10 billion,"c 1,000 but less than 10,000","$1,669,382,175 ","$1,955 ",Chapter 11,Sidley Austin
Smurfit-Stone Container Corporation,D: Manufacturing,26 Paper and Allied Products,Not tort,1/26/09,confirmed,no 363 sale,511,DE,DE,Wilmington,Forum Shop,debtors,free fall,"21,300",Company emerged,"emerged 5 years, did not refile",IL Chicago,6/21/10,b $1 billion but less than $10 billion,"b 10,000 but less than 30,000","$8,689,047,409 ","$5,601 ",Chapter 11,Sidley Austin
"Solutia, Inc.",D: Manufacturing,28 Chemicals and Allied Products,Not tort,12/17/03,confirmed,no 363 sale,"1,443",DE,NY SD,New York,Forum Shop,debtors,free fall,"9,400",Company emerged,"emerged 5 years, did not refile",MO St. Louis,11/29/07,b $1 billion but less than $10 billion,"c 1,000 but less than 10,000","$3,434,356,050 ","$4,723 ",Chapter 11,Gibson Dunn
"SONICblue, Inc.",D: Manufacturing,35 Industrial and Commercial Machinery and Computer Equipment,Not tort,3/21/03,confirmed,363 sale,"2,044",DE,CA ND,San Jose,Filed at headquarters,debtors,free fall,368,company did not emerge,not emerged 5 years,CA San Jose,10/24/08,c $500 million but less than $1billion,"d 200 but less than 1,000","$302,613,659 ",$585 ,Chapter 11,Levene Neale
"Source Interlink Companies, Inc.",I: Services,73 Business Services,Not tort,4/27/09,confirmed,no 363 sale,31,DE,DE,Wilmington,Forum Shop,debtors,prepackaged,"8,500",Company emerged,"emerged 5 years, did not refile",FL Fort Myers,5/28/09,b $1 billion but less than $10 billion,"c 1,000 but less than 10,000","$2,754,099,603 ","$2,976 ",Chapter 11,Kirkland Ellis
"Southcross Energy Partners, L.P.","E: Transportation, Communications, Electric, Gas","49 Electric, Gas, And Sanitary Services",Not tort,4/1/19,confirmed,no 363 sale,301,DE,DE,Wilmington,Forum Shop,debtors,free fall,1,Company emerged,not emerged 5 years,TX Dallas,1/27/20,c $500 million but less than $1billion,e Less than 200,"$630,048,269 ",$622 ,Chapter 11,Davis Polk
Southern Pacific Funding Corporation,"H: Finance, Insurance, And Real Estate",61 Non-depository Credit Institutions,Not tort,10/1/98,confirmed,no 363 sale,284,CA,OR,"Portland, OR",Filed at headquarters,debtors,free fall,"1,009",company did not emerge,not emerged 5 years,OR Portland,7/12/99,c $500 million but less than $1billion,"c 1,000 but less than 10,000","$300,728,351 ",$936 ,Chapter 11,Miller Nash
Southland Corp.,G: Retail Trade,54 Food Stores,Not tort,10/24/90,confirmed,no 363 sale,120,TX,TX ND,Dallas,Filed at headquarters,debtors,prepackaged,"48,114",Company emerged,"emerged 5 years, did not refile",TX Dallas,2/21/91,b $1 billion but less than $10 billion,"a 30,000 and over","$16,145,290,656 ","$6,709 ",Chapter 11,Skadden Arps
Southmark Corp.,"H: Finance, Insurance, And Real Estate",65 Real Estate,Not tort,7/13/89,confirmed,no 363 sale,375,GA,GA ND,Atlanta,Forum Shop,debtors,free fall,"4,849",Company emerged,"emerged 5 years, did not refile",TX Dallas,7/23/90,a $10 billion and over,"c 1,000 but less than 10,000","$1,710,669,277 ","$10,447 ",Chapter 11,Thompson Knight
Spansion Inc.,D: Manufacturing,36 Electronic And Other Electrical Equipment And Components,Not tort,3/1/09,confirmed,no 363 sale,411,DE,DE,Wilmington,Forum Shop,debtors,free fall,"9,300",Company emerged,"emerged 5 years, did not refile",CA San Jose,4/16/10,b $1 billion but less than $10 billion,"c 1,000 but less than 10,000","$3,062,514,177 ","$4,673 ",Chapter 11,Latham Watkins
Special Metals Corp.,D: Manufacturing,33 Primary Metal Industries,Not tort,3/27/02,confirmed,no 363 sale,551,DE,KY ED,"Lexington, KY",Forum Shop,debtors,free fall,"3,188",Company emerged,"emerged 5 years, did not refile",NY Utica,9/29/03,b $1 billion but less than $10 billion,"c 1,000 but less than 10,000","$1,062,506,661 ","$1,021 ",Chapter 11,McGuireWoods
"Specialty Equipment Companies, Inc.",F: Wholesale Trade,50 Wholesale Trade-durable Goods,Not tort,12/24/91,confirmed,no 363 sale,84,DE,IL ND,Rockford,Filed at headquarters,debtors,prenegotiated,"2,155",Company emerged,"emerged 5 years, did not refile",IL Rockford,3/17/92,c $500 million but less than $1billion,"c 1,000 but less than 10,000","$606,063,877 ",$931 ,Chapter 11,no data
Specialty Foods Corp.,D: Manufacturing,20 Food and Kindred Products,Not tort,9/18/00,confirmed,no 363 sale,84,DE,DE,Wilmington,Forum Shop,debtors,prenegotiated,"8,300",company did not emerge,not emerged 5 years,IL Chicago,12/11/00,c $500 million but less than $1billion,"c 1,000 but less than 10,000","$1,112,675,348 ",$795 ,Chapter 11,DLA Piper
"SpectraSite Holdings, Inc.","E: Transportation, Communications, Electric, Gas",48 Communications,Not tort,11/15/02,confirmed,no 363 sale,74,DE,NC ED,Raleigh,Filed at headquarters,debtors,prenegotiated,"2,284",Company emerged,"emerged 5 years, did not refile",NC Raleigh,1/28/03,b $1 billion but less than $10 billion,"c 1,000 but less than 10,000","$679,519,629 ","$4,600 ",Chapter 11,Paul Weiss
SpectraVision Inc.,"E: Transportation, Communications, Electric, Gas",48 Communications,Not tort,6/8/95,confirmed,no 363 sale,463,DE,DE,Wilmington,Forum Shop,debtors,free fall,283,Company emerged,"emerged 5 years, did not refile",TX Dallas,9/13/96,d Less than $500 million,"d 200 but less than 1,000","$204,027,149 ",$415 ,Chapter 11,Haynes Boone
"Spectrum Brands, Inc.",D: Manufacturing,36 Electronic And Other Electrical Equipment And Components,Not tort,2/3/09,confirmed,no 363 sale,162,WI,TX WD,San Antonio,Forum Shop,debtors,prenegotiated,"7,000",Company emerged,"emerged 5 years, did not refile",GA Atlanta,7/15/09,b $1 billion but less than $10 billion,"c 1,000 but less than 10,000","$3,299,500,999 ","$2,759 ",Chapter 11,Skadden Arps
Spheris Inc.,I: Services,73 Business Services,Not tort,2/3/10,confirmed,363 sale,204,DE,DE,Wilmington,Forum Shop,debtors,free fall,"5,300",company did not emerge,not emerged 5 years,TN Nashville,8/26/10,d Less than $500 million,"c 1,000 but less than 10,000","$219,684,541 ",$330 ,Chapter 11,Willkie Farr
"SPI Holding, Inc.","E: Transportation, Communications, Electric, Gas",48 Communications,Not tort,9/17/92,confirmed,no 363 sale,42,DE,DE,Wilmington,Forum Shop,debtors,prepackaged,771,Company emerged,"emerged 5 years, refiled",TX Dallas,10/29/92,b $1 billion but less than $10 billion,"d 200 but less than 1,000","$319,081,572 ","$1,125 ",Chapter 11,Stutman Treister
Spiegel Inc.,G: Retail Trade,59 Miscellaneous Retail,Not tort,3/17/03,confirmed,no 363 sale,800,DE,NY SD,New York,Forum Shop,debtors,free fall,"13,423",Company emerged,"emerged 5 years, refiled",IL Chicago,5/25/05,b $1 billion but less than $10 billion,"b 10,000 but less than 30,000","$4,204,067,329 ","$2,673 ",Chapter 11,Shearman Sterling
Spreckels Industries Inc.,D: Manufacturing,20 Food and Kindred Products,Not tort,10/14/92,confirmed,no 363 sale,294,DE,CA ND,Oakland,Filed at headquarters,debtors,free fall,"1,083",Company emerged,"emerged 5 years, did not refile",CA Oakland,8/4/93,d Less than $500 million,"c 1,000 but less than 10,000","$482,225,913 ",$451 ,Chapter 11,Murphy Sheneman
SquareTwo Financial Corporation,I: Services,73 Business Services,Not tort,3/19/17,confirmed,no 363 sale,82,DE,NY SD,New York,Forum Shop,debtors,prepackaged,396,company did not emerge,not emerged 5 years,CO Denver,6/9/17,d Less than $500 million,"d 200 but less than 1,000","$216,511,981 ",$329 ,Chapter 11,Willkie Farr
"Stage Stores, Inc. (2000)",G: Retail Trade,56 Apparel And Accessory Stores,Not tort,6/1/00,confirmed,no 363 sale,438,DE,TX SD,Houston,Filed at headquarters,debtors,free fall,"15,686",Company emerged,"emerged 5 years, did not refile",TX Houston,8/13/01,c $500 million but less than $1billion,"b 10,000 but less than 30,000","$1,694,542,011 ",$838 ,Chapter 11,Jenkins Gilchrist
"Stage Stores, Inc. (2020)",G: Retail Trade,56 Apparel And Accessory Stores,Not tort,5/10/20,confirmed,no 363 sale,96,NV,TX SD,Houston,Filed at headquarters,debtors,free fall,"13,600",company did not emerge,not emerged 5 years,TX Houston,8/14/20,c $500 million but less than $1billion,"b 10,000 but less than 30,000","$1,605,293,925 ",$756 ,Chapter 11,Kirkland Ellis
Standard Brands Paint Co.,G: Retail Trade,"52 Building Materials, Hardware, Garden Supply, And Mobile Home Dealers",Not tort,2/11/92,confirmed,no 363 sale,458,DE,CA CD,Los Angeles,Filed at headquarters,debtors,free fall,"2,014",Company emerged,"emerged 5 years, refiled",CA Los Angeles,5/14/93,d Less than $500 million,"c 1,000 but less than 10,000","$475,500,361 ",$379 ,Chapter 11,Stutman Treister
Standard Register Company,D: Manufacturing,"27 Printing, Publishing, And Allied Industries",Not tort,3/12/15,confirmed,363 sale,252,OH,DE,Wilmington,Forum Shop,debtors,free fall,"3,700",Company emerged,not emerged 5 years,OH Dayton,11/19/15,c $500 million but less than $1billion,"c 1,000 but less than 10,000","$794,026,559 ",$530 ,Chapter 11,Gibson Dunn
Star Telecommunications Inc.,"E: Transportation, Communications, Electric, Gas",48 Communications,Not tort,3/13/01,confirmed,no 363 sale,505,DE,DE,Wilmington,Forum Shop,debtors,free fall,855,company did not emerge,not emerged 5 years,CA Santa Barbara,7/31/02,b $1 billion but less than $10 billion,"d 200 but less than 1,000","$1,569,939,773 ","$1,194 ",Chapter 11,Pachulski Stang
Startec Global Communications Corporation,"E: Transportation, Communications, Electric, Gas",48 Communications,Not tort,12/14/01,confirmed,no 363 sale,843,DE,MD,Greenbelt,Filed at headquarters,debtors,free fall,711,Company emerged,"emerged 5 years, did not refile",MD Greenbelt,4/5/04,d Less than $500 million,"d 200 but less than 1,000","$478,415,706 ",$374 ,Chapter 11,Wilmer Cutler
"Station Casinos, Inc.",I: Services,79 Amusement And Recreation Services,Not tort,7/28/09,confirmed,no 363 sale,395,NV,NV,Reno,Forum Shop,debtors,free fall,"13,400",Company emerged,"emerged 5 years, did not refile",NV Las Vegas,8/27/10,b $1 billion but less than $10 billion,"b 10,000 but less than 30,000","$1,569,798,438 ","$7,052 ",Chapter 11,Milbank Tweed
"Stein Mart, Inc.",G: Retail Trade,56 Apparel And Accessory Stores,Not tort,8/12/20,pending,case pending,,FL,FL MD,Jacksonville,Filed at headquarters,debtors,free fall,"9,000",case pending,not emerged 5 years,FL Jacksonville,,c $500 million but less than $1billion,"c 1,000 but less than 10,000","$1,239,117,984 ",$767 ,Chapter 11,Foley Lardner
"Stellex Industries, Inc. (Stellex Technologies, Inc.)",D: Manufacturing,"38 Measuring, Analyzing and Controlling Instruments; Photographic, Medical",Not tort,9/12/00,confirmed,no 363 sale,343,DE,DE,Wilmington,Forum Shop,debtors,free fall,"1,310",Company emerged,"emerged 5 years, did not refile",NY New York,8/21/01,d Less than $500 million,"c 1,000 but less than 10,000","$383,887,991 ",$409 ,Chapter 11,Young Conaway
"Sterling Chemicals Holdings, Inc.",I: Services,73 Business Services,Not tort,7/16/01,confirmed,no 363 sale,492,DE,TX SD,Houston,Filed at headquarters,debtors,free fall,"1,180",Company emerged,"emerged 5 years, did not refile",TX Houston,11/20/02,b $1 billion but less than $10 billion,"c 1,000 but less than 10,000","$1,582,436,047 ","$1,029 ",Chapter 11,Skadden Arps
"Stockwalk Group, Inc.","H: Finance, Insurance, And Real Estate","62 Security And Commodity Brokers, Dealers, Exchanges, And Services",Not tort,2/11/02,confirmed,no 363 sale,99,MN,MN,Minneapolis,Filed at headquarters,debtors,prenegotiated,674,Company emerged,"emerged 5 years, did not refile",MN Minneapolis,5/21/02,b $1 billion but less than $10 billion,"d 200 but less than 1,000","$201,262,312 ","$1,442 ",Chapter 11,Stinson Leonard
"Stone & Webster, Inc.",I: Services,"87 Engineering, Accounting, Research, Management, and Related Services",Not tort,6/2/00,confirmed,363 sale,"1,323",DE,DE,Wilmington,Forum Shop,debtors,free fall,"5,300",Company emerged,"emerged 5 years, did not refile",MA Boston,1/16/04,b $1 billion but less than $10 billion,"c 1,000 but less than 10,000","$1,764,466,589 ","$1,410 ",Chapter 11,Skadden Arps
Stone Energy Corporation,B: Mining,13 Oil And Gas Extraction,Not tort,12/14/16,confirmed,no 363 sale,62,DE,TX SD,Houston,Forum Shop,debtors,prepackaged,310,Company emerged,not emerged 5 years,LA Lafayette,2/14/17,b $1 billion but less than $10 billion,"d 200 but less than 1,000","$587,606,049 ","$1,521 ",Chapter 11,Latham Watkins
Storage Technology Corp.,D: Manufacturing,35 Industrial and Commercial Machinery and Computer Equipment,Not tort,10/31/84,confirmed,no 363 sale,960,DE,CO,Denver,Filed at headquarters,debtors,free fall,"15,732",Company emerged,"emerged 5 years, did not refile",CO Denver,6/18/87,b $1 billion but less than $10 billion,"b 10,000 but less than 30,000","$2,193,191,080 ","$3,131 ",Chapter 11,Stutman Treister
